Name,Parent,Opening,ROC,Domestic,Budget,Mkting,Distrib,Year,Genre,ParentRev,NProfit,Date,GProfit,Total,Overseas
Eddie the Eagle,Fox Group,6.084682,-39.8,15.789,23,23,Fox,2016,Drama,27.692,-18.308,26/02/2016,4.692,46.153,30.364
Monte Carlo,Fox Group,7.453944,-40.5,23.187,20,20,Fox,2011,Romantic Comedy,23.801,-16.199,01/07/2011,3.801,39.668,16.481
Snow Flower and the Secret Fan,Fox Group,0.134005,-43.3,1.348,6,6,Fox Searchlight,2011,Historical Drama,6.809,-5.191,15/07/2011,0.809,11.348,10
The Longest Ride,Fox Group,13.019686,-44.5,37.446,34,34,Fox,2015,Romance,37.767,-30.233,10/04/2015,3.767,62.945,25.499
The Three Stooges,Fox Group,17.010125,-45.2,44.338,30,30,Fox,2012,Comedy,32.891,-27.109,13/04/2012,2.891,54.819,10.481
Ramona and Beezus,Fox Group,7.810481,-45.4,26.167,15,15,Fox,2010,Family,16.376,-13.624,23/07/2010,1.376,27.294,1.127
The Tree of Life,Fox Group,0.37292,-49.1,13.303,32,32,Fox Searchlight,2011,Drama,32.582,-31.418,27/05/2011,0.582,54.303,41
Son of God,Fox Group,25.601865,-51,59.7,60,30,Fox,2014,Drama,44.07,-45.93,28/02/2014,-15.93,67.8,8.1
What's Your Number?,Fox Group,5.421669,-54.4,14.011,20,20,Fox,2011,Comedy,18.256,-21.744,30/09/2011,-1.744,30.426,16.415
The Drop,Fox Group,4.104552,-55.6,10.724,12.6,12.6,Fox Searchlight,2014,Crime Drama,11.195,-14.005,12/09/2014,-1.405,18.658,7.934
The Watch,Fox Group,12.750297,-56.5,35.353,68,34,Fox,2012,Comedy,44.374,-57.626,27/07/2012,-23.626,68.268,32.915
Cyrus,Fox Group,0.181716,-57.5,7.469,7,7,Fox Searchlight,2010,Comedy,5.954,-8.046,18/06/2010,-1.046,9.924,2.455
The Sitter,Fox Group,9.851435,-58.1,30.441,25,25,Fox,2011,Comedy,20.965,-29.035,09/12/2011,-4.035,34.942,4.501
My Name is Khan,Fox Group,1.944027,-61.8,4.019,48,24,Fox Searchlight,2010,Foreign,27.524,-44.476,12/02/2010,-20.476,42.345,38.326
Red Tails,Fox Group,18.782154,-62.4,49.876,58,29,Fox,2012,Action / Adventure,32.737,-54.263,20/01/2012,-25.263,50.365,0.489
Trance,Fox Group,0.131145,-63.6,2.329,20,20,Fox Searchlight,2013,Crime Thriller,14.557,-25.443,05/04/2013,-5.443,24.262,21.933
Absolutely Fabulous:,Fox Group,1.861118,-65.5,4.772,33,33,Fox Searchlight,2016,Comedy,22.75,-43.25,22/07/2016,-10.25,37.916,33.144
Me and Earl and the Dying Girl,Fox Group,2.0274,-66,6.758,8,8,Fox Searchlight,2015,Drama,5.445,-10.555,12/06/2015,-2.555,9.075,2.317
Morgan,Fox Group,2.012709,-67,3.915,8,8,Fox,2016,Sci-Fi Thriller,5.287,-10.713,02/09/2016,-2.713,8.811,4.896
Keeping Up with the Joneses,Fox Group,5.461475,-67.8,14.904,40,20,Fox,2016,Comedy,19.33,-40.67,21/10/2016,-20.67,29.739,14.835
Stoker,Fox Group,0.160547,-69.8,1.714,12,12,Fox Searchlight,2013,Horror Thriller,7.246,-16.754,01/03/2013,-4.754,12.077,10.363
Cedar Rapids,Fox Group,0.302968,-70.6,6.861,7,7,Fox Searchlight,2011,Comedy,4.117,-9.883,11/02/2011,-2.883,6.861,0
Far from the Madding Crowd,Fox Group,3.6708,-73.3,12.236,34,34,Fox Searchlight,2015,Drama,18.138,-49.862,01/05/2015,-15.862,30.23,17.994
Brooklyn,Fox Group,11.4969,-75.1,38.323,108,54,Fox Searchlight,2015,Drama,40.349,-121.651,04/11/2015,-67.651,62.076,23.753
"The Way, Way Back",Fox Group,6.4521,-76.6,21.507,43,21.5,Fox Searchlight,2013,Comedy,15.079,-49.421,05/07/2013,-27.921,23.199,1.692
Conviction,Fox Group,2.0349,-76.7,6.783,12.5,12.5,Fox Searchlight,2010,Drama,5.826,-19.174,15/10/2010,-6.674,9.71,2.927
Shame,Fox Group,0.349519,-80.8,3.909,40,20,Fox Searchlight,2011,Drama,11.501,-48.499,02/12/2011,-28.499,17.694,13.785
Never Let Me Go,Fox Group,0.111734,-81.1,2.435,15,15,Fox Searchlight,2010,Drama / Thriller,5.673,-24.327,15/09/2010,-9.327,9.455,7.02
The Other Side of the Door,Fox Group,1.21121,-81.3,3,23,23,Fox,2016,Horror,8.599,-37.401,04/03/2016,-14.401,14.332,11.332
Wild (2014),Fox Group,-24.84,-82.8,37.88,132,66,Fox Searchlight,2014,Drama,34.126,-163.874,03/12/2014,-97.874,52.502,14.622
Just Wright,Fox Group,8.284989,-83,21.54,55,27.5,Fox Searchlight,2010,Romantic Comedy,14.021,-68.479,14/05/2010,-40.979,21.57,0.03
Broken City,Fox Group,8.268908,-83.1,19.701,35,35,Fox,2013,Crime Thriller,11.821,-58.179,18/01/2013,-23.179,19.701,0
He Named Me Malala,Fox Group,0.061808,-83.4,2.669,5,5,Fox Searchlight,2015,Documentary,1.66,-8.34,02/10/2015,-3.34,2.766,0.097
Jackie,Fox Group,0.278715,-84.3,13.111,25,25,Fox Searchlight,2016,Drama,7.867,-42.133,02/12/2016,-17.133,13.111,0
Victor Frankenstein,Fox Group,2.469341,-85,5.775,99,49.5,Fox,2015,Drama,22.248,-126.252,25/11/2015,-76.752,34.227,28.452
Beasts of the Southern Wild,Fox Group,0.169702,-86.7,12.796,69,34.5,Fox Searchlight,2012,Drama,13.72,-89.78,27/06/2012,-55.28,21.108,8.312
Black Nativity,Fox Group,3.66953,-87.2,7.018,17.5,17.5,Fox Searchlight,2013,Musical,4.472,-30.528,27/11/2013,-13.028,7.454,0.436
Unfinished Business,Fox Group,4.772613,-87.6,10.22,35,35,Fox,2015,Comedy,8.659,-61.341,06/03/2015,-26.341,14.431,4.211
Enough Said,Fox Group,5.2653,-87.8,17.551,90,45,Fox Searchlight,2013,Comedy,16.438,-118.562,18/09/2013,-73.562,25.289,7.738
Belle,Fox Group,0.106578,-88.4,10.727,40,20,Fox Searchlight,2014,Drama,6.973,-53.027,02/05/2014,-33.027,10.727,0
Baggage Claim,Fox Group,9.031102,-89.2,21.57,90,45,Fox Searchlight,2013,Romantic Comedy,14.597,-120.403,27/09/2013,-75.403,22.457,0.887
Win Win,Fox Group,0.150362,-89.8,10.179,32,32,Fox Searchlight,2011,Comedy,6.499,-57.501,18/03/2011,-25.501,10.831,0.652
Our Family Wedding,Fox Group,7.629862,-90.2,20.255,95,47.5,Fox Searchlight,2010,Comedy,13.916,-128.584,12/03/2010,-81.084,21.409,1.154
A Bigger Splash,Fox Group,0.114419,-90.2,2.024,23,23,Fox Searchlight,2016,Crime Drama,4.528,-41.472,04/05/2016,-18.472,7.546,5.522
Chasing Mavericks,Fox Group,2.268274,-91,6.003,20,20,Fox,2012,Sports Drama,3.602,-36.398,26/10/2012,-16.398,6.003,0
Another Earth,Fox Group,0.07774,-91.1,1.321,6,6,Fox Searchlight,2011,Drama,1.066,-10.934,22/07/2011,-4.934,1.777,0.456
The Sessions,Fox Group,0.113467,-91.2,6.002,45,22.5,Fox Searchlight,2012,Drama,5.94,-61.56,19/10/2012,-39.06,9.138,3.136
Hitchcock,Fox Group,0.287715,-91.5,6.009,120,60,Fox Searchlight,2012,Drama,15.321,-164.679,23/11/2012,-104.679,23.571,17.562
The Big Year,Fox Group,3.251884,-92.1,7.204,41,20.5,Fox,2011,Comedy,4.841,-56.659,14/10/2011,-36.159,7.448,0.244
Won't Back Down,Fox Group,2.60337,-92.8,5.311,22,22,Fox,2012,Drama,3.187,-40.813,28/09/2012,-18.813,5.311,0
The Pyramid,Fox Group,-28.35,-94.5,2.756,132,66,Fox,2014,Horror,10.96,-187.04,05/12/2014,-121.04,16.861,14.105
Calvary,Fox Group,0.074149,-95.7,3.6,170,85,Fox Searchlight,2014,Comedy / Drama,10.977,-244.023,01/08/2014,-159.023,16.888,13.288
True Story,Fox Group,1.950214,-95.8,4.72,34,34,Fox Searchlight,2015,Drama,2.832,-65.168,17/04/2015,-31.168,4.72,0
Ruby Sparks,Fox Group,0.140822,-95.8,2.54,95,47.5,Fox Searchlight,2012,Romantic Comedy,5.933,-136.567,25/07/2012,-89.067,9.128,6.588
Martha Marcy May Marlene,Fox Group,0.137651,-96.3,2.991,41,20.5,Fox Searchlight,2011,Drama,2.3,-59.2,21/10/2011,-38.7,3.538,0.547
Demolition,Fox Group,1.100042,-97.4,1.979,23,23,Fox Searchlight,2016,Drama,1.187,-44.813,08/04/2016,-21.813,1.979,0
Youth,Fox Group,0.078085,-98.8,2.703,99,49.5,Fox Searchlight,2015,Drama,1.757,-146.743,04/12/2015,-97.243,2.703,0
The East,Fox Group,0.077031,-99,2.302,100,50,Fox Searchlight,2013,Drama,1.561,-148.439,31/05/2013,-98.439,2.402,0.1
Mistress America,Fox Group,0.093206,-99.1,2.5,120,60,Fox Searchlight,2015,Comedy,1.625,-178.375,14/08/2015,-118.375,2.5,0
Lola Versus,Fox Group,0.031815,-99.2,0.253,10,10,Fox Searchlight,2012,Comedy,0.152,-19.848,08/06/2012,-9.848,0.253,0
Sound of My Voice,Fox Group,0.036134,-99.6,0.408,30,30,Fox Searchlight,2012,Drama,0.245,-59.755,27/04/2012,-29.755,0.408,0
The Art of Getting By,Fox Group,0.67916,-99.6,1.43,160,80,Fox Searchlight,2011,Romance,0.929,-239.071,17/06/2011,-159.071,1.43,0
Dum Maaro Dum,Fox Group,0.327523,-99.7,0.564,90,45,Fox Searchlight,2011,Foreign,0.367,-134.633,22/04/2011,-89.633,0.564,0
Dom Hemingway,Fox Group,0.029276,-99.8,0.524,145,72.5,Fox Searchlight,2014,Crime,0.341,-217.159,02/04/2014,-144.659,0.524,0
I Origins,Fox Group,0.027652,-99.9,0.336,170,85,Fox Searchlight,2014,Drama,0.218,-254.782,18/07/2014,-169.782,0.336,0
Margaret,Fox Group,0.007525,-99.9,0.046,14,14,Fox Searchlight,2011,Drama,0.028,-27.972,30/09/2011,-13.972,0.046,0
The Expendables 3,Lionsgate,15.879645,1188,39.323,5,5,Lionsgate,2014,Action,128.795,118.795,15/08/2014,123.795,214.658,175.335
The Last Exorcism,Lionsgate,20.366613,727.9,41.034,1.8,2.7,Lionsgate,2010,Horror,37.256,32.756,27/08/2010,35.456,67.738,26.704
Alpha and Omega,Lionsgate,9.106906,517.3,25.107,1.8,2.7,Lionsgate,2010,Animation,27.779,23.279,17/09/2010,25.979,50.507,25.4
Sinister,Lionsgate,18.007634,469.9,48.087,3,4.5,Lionsgate/Summit,2012,Horror,42.742,35.242,12/10/2012,39.742,77.712,29.626
Step Up All In,Lionsgate,6.469857,417,14.904,5,5,Lionsgate/Summit,2014,Music Drama,51.7,41.7,08/08/2014,46.7,86.166,71.261
The Hunger Games,Lionsgate,152.535747,285.8,408.011,78,39,Lionsgate,2012,Action / Adventure,451.357,334.357,23/03/2012,373.357,694.395,286.384
Mechanic:,Lionsgate,7.456525,214.3,21.218,12,12,Lionsgate/Summit,2016,Action,75.438,51.438,26/08/2016,63.438,125.73,104.511
The Twilight Saga:,Lionsgate,141.067634,199.6,292.325,120,60,Lionsgate/Summit,2012,Romance,539.336,359.336,16/11/2012,419.336,829.747,537.422
La La Land,Lionsgate,37.803,194.3,126.01,30,30,Lionsgate/Summit,2016,Musical,176.586,116.586,09/12/2016,146.586,294.31,168.3
The Hunger Games:,Lionsgate,158.074286,188.3,424.668,130,65,Lionsgate,2013,Action / Adventure,562.258,367.258,22/11/2013,432.258,865.012,440.344
Blair Witch,Lionsgate,9.576057,171,20.777,5,5,Lionsgate,2016,Horror,27.104,17.104,16/09/2016,22.104,45.173,24.396
The Hunger Games:,Lionsgate,121.897634,161.9,337.136,125,62.5,Lionsgate,2014,Action / Adventure,490.982,303.482,21/11/2014,365.982,755.357,418.221
America (2014),Lionsgate,4.3335,158.895,14.445,5,5,Lionsgate,2014,Documentary,15.8895,5.8895,27/06/2014,10.8895,28.89,14.445
Hacksaw Ridge,Lionsgate,15.190758,146.4,66.577,20,20,Lionsgate,2016,Action Drama,98.563,58.563,04/11/2016,78.563,164.272,97.694
Buried,Lionsgate,0.100268,134.1,1.044,1.8,2.7,Lionsgate,2010,Thriller,10.534,6.034,24/09/2010,8.734,19.152,18.108
Saw 3D,Lionsgate,22.530123,104.2,45.71,20,20,Lionsgate,2010,Horror,81.69,41.69,29/10/2010,61.69,136.15,90.44
Now You See Me,Lionsgate,29.350389,103.2,117.724,75,37.5,Lionsgate/Summit,2013,Thriller,228.621,116.121,31/05/2013,153.621,351.724,234
The Possession,Lionsgate,17.73248,83.1,49.13,14,14,Lionsgate,2012,Horror,51.268,23.268,31/08/2012,37.268,85.446,36.316
The Hunger Games:,Lionsgate,102.665981,77,281.724,160,80,Lionsgate,2015,Action / Adventure,424.728,184.728,20/11/2015,264.728,653.428,371.704
Filly Brown,Lionsgate,1.478323,62.7,2.85,2,3,Lionsgate,2013,Drama,3.135,-1.865,19/04/2013,1.135,5.7,2.85
The DUFF,Lionsgate,10.809149,53.6,34.03,8.5,8.5,Lionsgate,2015,Comedy,26.117,9.117,20/02/2015,17.617,43.529,9.498
The Expendables,Lionsgate,34.825135,48.7,103.069,80,40,Lionsgate,2010,Action,178.406,58.406,13/08/2010,98.406,274.47,171.402
Divergent,Lionsgate,54.607747,47.3,150.948,85,42.5,Lionsgate/Summit,2014,Action / Adventure,187.776,60.276,21/03/2014,102.776,288.886,137.938
The Expendables 2,Lionsgate,28.59137,36.5,85.028,100,50,Lionsgate,2012,Action,204.734,54.734,17/08/2012,104.734,314.976,229.948
Dragon Blade,Lionsgate,0.030346,30.2,0.074,28,28,Lionsgate Premiere,2015,Action / Adventure,72.928,16.928,04/09/2015,44.928,121.546,121.472
John Wick,Lionsgate,14.415922,29,43.038,20,20,Lionsgate/Summit,2014,Action,51.608,11.608,24/10/2014,31.608,86.013,42.975
Step Up Revolution,Lionsgate,11.731708,27.7,35.075,33,33,Lionsgate/Summit,2012,Music Drama,84.283,18.283,27/07/2012,51.283,140.471,105.396
The Divergent Series:,Lionsgate,52.26368,17.1,130.179,110,55,Lionsgate/Summit,2015,Action / Adventure,193.229,28.229,20/03/2015,83.229,297.276,167.097
Boo! A Madea Halloween,Lionsgate,28.501448,12.2,73.206,20,20,Lionsgate,2016,Horror Comedy,44.896,4.896,21/10/2016,24.896,74.827,1.62
A La Mala,Lionsgate,1.402118,11.74411765,3.63,8.5,8.5,Lionsgate,2015,Foreign,1.9965,-15.0035,27/02/2015,-6.5035,3.63,0
Addicted,Lionsgate,7.485346,4.3,17.391,5,5,Lionsgate,2014,Drama,10.435,0.435,10/10/2014,5.435,17.391,0
Now You See Me 2,Lionsgate,22.383146,3.7,65.076,140,70,Lionsgate/Summit,2016,Thriller,217.686,7.686,10/06/2016,77.686,334.901,269.826
"No Eres Tu, Soy Yo",Lionsgate,0.588938,2.456666667,1.34,40,20,Lionsgate,2011,Foreign,1.474,-58.526,08/04/2011,-38.526,2.68,1.34
Cesar Chavez,Lionsgate,2.861528,2.403176471,5.571,85,42.5,Lionsgate,2014,Drama,3.06405,-124.43595,28/03/2014,-81.93595,5.571,0
Repentance,Lionsgate,0.50129,0.671282051,1.19,65,32.5,Lionsgate,2014,Horror Thriller,0.6545,-96.8455,28/02/2014,-64.3455,1.19,0
Go For It,Lionsgate,0.119714,0.33,0.18,40,20,Lionsgate,2011,Comedy / Drama,0.198,-59.802,13/05/2011,-39.802,0.36,0.18
Cooties,Lionsgate,0.033031,0.311320755,0.06,5.3,5.3,Lionsgate Premiere,2015,Action Comedy,0.033,-10.567,18/09/2015,-5.267,0.06,0
Frankie & Alice (2014),Lionsgate,0.350647,0.304980392,0.707,85,42.5,Lionsgate,2014,Drama,0.38885,-127.11115,04/04/2014,-84.61115,0.707,0
Warm Bodies,Lionsgate,20.353967,0.3,66.381,35,35,Lionsgate/Summit,2013,Drama,70.189,0.189,01/02/2013,35.189,116.981,50.6
Tyler Perry's Madea's Witness Protection,Lionsgate,25.390575,0.3,65.653,20,20,Lionsgate,2012,Comedy,40.139,0.139,29/06/2012,20.139,66.899,1.246
Cinco De Mayo:,Lionsgate,0.083586,0.271857143,0.173,35,35,Lionsgate,2013,Foreign,0.1903,-69.8097,03/05/2013,-34.8097,0.346,0.173
Labios Rojos,Lionsgate,0.073476,0.213714286,0.136,35,35,Lionsgate,2011,Foreign,0.1496,-69.8504,14/10/2011,-34.8504,0.272,0.136
Hecho En Mexico,Lionsgate,0.076123,0.092277778,0.151,120,60,Lionsgate,2012,Foreign,0.1661,-179.8339,30/11/2012,-119.8339,0.302,0.151
Don Verdean,Lionsgate,0.012907,0.007104167,0.031,160,80,Lionsgate Premiere,2015,Comedy,0.01705,-239.98295,11/12/2015,-159.98295,0.031,0
The Wild Life (2016),Lionsgate,3.342696,-1.1,8.006,12,12,Lionsgate/Summit,2016,Animation,23.726,-0.274,09/09/2016,11.726,39.544,31.538
Kick-Ass,Lionsgate,19.828687,-3.8,48.071,30,30,Lionsgate,2010,Action Comedy,57.713,-2.287,16/04/2010,27.713,96.189,48.118
What to Expect When You're Expecting,Lionsgate,10.547068,-8.6,41.152,40,20,Lionsgate,2012,Romantic Comedy,54.85,-5.15,18/05/2012,14.85,84.384,43.232
Tyler Perry's Why Did I Get Married Too?,Lionsgate,29.289537,-9,60.096,20,20,Lionsgate,2010,Comedy / Drama,36.404,-3.596,02/04/2010,16.404,60.674,0.578
Sicario,Lionsgate,14.0667,-15.1,46.889,30,30,Lionsgate,2015,Action Drama,50.923,-9.077,18/09/2015,20.923,84.872,37.983
Middle School:,Lionsgate,6.878437,-17.8,20.007,8.5,8.5,Lionsgate,2016,Comedy,13.967,-3.033,07/10/2016,5.467,23.279,3.272
The Lincoln Lawyer,Lionsgate,13.206453,-18.7,58.009,40,20,Lionsgate,2011,Crime Drama,48.756,-11.244,18/03/2011,8.756,75.009,17
Daybreakers,Lionsgate,15.146692,-22.9,30.102,20,20,Lionsgate,2010,Horror,30.85,-9.15,08/01/2010,10.85,51.416,21.315
Red 2,Lionsgate,18.048422,-23.6,53.263,84,42,Lionsgate/Summit,2013,Action Comedy,96.249,-29.751,19/07/2013,12.249,148.076,94.813
Love the Coopers,Lionsgate,8.317545,-25.1,26.303,17,17,Lionsgate,2015,Comedy,25.456,-8.544,13/11/2015,8.456,42.427,16.124
Escape Plan,Lionsgate,9.885732,-29.2,25.136,84,42,Lionsgate/Summit,2013,Action Thriller,89.263,-36.737,18/10/2013,5.263,137.328,112.192
The Last Witch Hunter,Lionsgate,10.812861,-29.3,27.368,90,45,Lionsgate/Summit,2015,Action Fantasy,95.509,-39.491,23/10/2015,5.509,146.937,119.569
Abduction,Lionsgate,10.925253,-29.6,28.087,35,35,Lionsgate,2011,Action,49.252,-20.748,23/09/2011,14.252,82.087,54
Hell or High Water,Lionsgate,8.1024,-32.5,27.008,12,12,Lionsgate,2016,Action Drama,16.205,-7.795,12/08/2016,4.205,27.008,27.008
The Next Three Days,Lionsgate,6.542779,-32.6,21.149,30,30,Lionsgate,2010,Action Thriller,40.469,-19.531,19/11/2010,10.469,67.449,46.3
The Impossible,Lionsgate,5.706,-34.9,19.02,120,60,Lionsgate/Summit,2012,Drama,117.178,-62.822,21/12/2012,-2.822,180.274,161.254
Tyler Perry's Madea's Big Happy Family,Lionsgate,25.068677,-41.3,53.345,40,20,Lionsgate,2011,Comedy,35.205,-24.795,22/04/2011,-4.795,54.161,0.816
Dirty Grandpa,Lionsgate,11.111875,-41.8,35.593,70,35,Lionsgate,2016,Comedy,61.147,-43.853,22/01/2016,-8.853,94.073,58.48
Killers,Lionsgate,15.837266,-43.3,47.06,75,37.5,Lionsgate,2010,Action Comedy,63.804,-48.696,04/06/2010,-11.196,98.16,51.1
The Divergent Series:,Lionsgate,29.027348,-44.5,66.184,140,70,Lionsgate/Summit,2016,Action / Adventure,116.511,-93.489,18/03/2016,-23.489,179.247,113.063
For Colored Girls,Lionsgate,19.497324,-46.1,37.73,21,21,Lionsgate,2010,Drama,22.648,-19.352,05/11/2010,1.648,37.747,0.017
Un Gallo con Muchos Huevos,Lionsgate,2.7243,-48.6,9.081,5.3,5.3,Lionsgate,2015,Animation,5.449,-5.151,04/09/2015,0.149,9.081,0
Instructions Not Included,Lionsgate,13.3401,-48.9,44.467,84,42,Lionsgate,2013,Foreign,64.394,-61.606,30/08/2013,-19.606,99.067,54.6
Ender's Game,Lionsgate,27.017351,-50.5,61.737,110,55,Lionsgate/Summit,2013,Sci-Fi,81.599,-83.401,01/11/2013,-28.401,125.537,63.8
Texas Chainsaw 3D,Lionsgate,21.74447,-51.3,34.342,42,21,Lionsgate,2013,Horror,30.707,-32.293,04/01/2013,-11.293,47.242,12.9
The Spy Next Door,Lionsgate,9.726056,-51.5,24.307,28,28,Lionsgate,2010,Action Comedy,27.142,-28.858,15/01/2010,-0.858,45.237,20.929
Man on a Ledge,Lionsgate,8.001932,-52.3,18.62,42,21,Lionsgate/Summit,2012,Thriller,30.044,-32.956,27/01/2012,-11.956,46.221,27.601
"I, Frankenstein",Lionsgate,8.610441,-52.6,19.075,65,32.5,Lionsgate,2014,Action Horror,46.251,-51.249,24/01/2014,-18.749,71.155,52.079
Deepwater Horizon,Lionsgate,20.223544,-52.9,61.434,110,55,Lionsgate/Summit,2016,Action Drama,77.652,-87.348,30/09/2016,-32.348,119.464,58.03
Gods of Egypt,Lionsgate,14.123903,-53.4,31.153,140,70,Lionsgate/Summit,2016,Action / Adventure,97.943,-112.057,26/02/2016,-42.057,150.681,119.527
The Last Stand,Lionsgate,6.281433,-53.5,12.05,45,22.5,Lionsgate,2013,Action,31.415,-36.085,18/01/2013,-13.585,48.331,36.28
Tyler Perry's Temptation:,Lionsgate,21.641679,-54.5,51.975,35,35,Lionsgate,2013,Drama,31.875,-38.125,29/03/2013,-3.125,53.125,1.15
From Paris with Love,Lionsgate,8.15886,-56,24.077,52,26,Lionsgate,2010,Action,34.338,-43.662,05/02/2010,-17.662,52.827,28.749
Shaun the Sheep Movie,Lionsgate,4.038962,-58.2,19.376,110,55,Lionsgate,2015,Animation,69.036,-95.964,05/08/2015,-40.964,106.209,86.833
One For the Money,Lionsgate,11.51579,-60,26.415,40,20,Lionsgate,2012,Action Comedy,23.981,-36.019,27/01/2012,-16.019,36.894,10.479
The Big Wedding,Lionsgate,7.591663,-60.1,21.819,35,35,Lionsgate,2013,Romantic Comedy,27.911,-42.089,26/04/2013,-7.089,46.519,24.7
From Prada to Nada,Lionsgate,1.115638,-61.4,3.034,1.8,2.7,Lionsgate,2011,Romantic Comedy,1.736,-2.764,28/01/2011,-0.064,3.157,0.123
Tyler Perry's Good Deeds,Lionsgate,15.583924,-61.5,35.026,40,20,Lionsgate,2012,Drama,23.126,-36.874,24/02/2012,-16.874,35.579,0.553
Cantinflas,Lionsgate,2.661253,-61.7,6.383,5,5,Lionsgate,2014,Drama,3.83,-6.17,29/08/2014,-1.17,6.383,0
The Legend of Hercules,Lionsgate,8.868318,-62.1,18.849,70,35,Lionsgate/Summit,2014,Action / Adventure,39.831,-65.169,10/01/2014,-30.169,61.279,42.431
The Cabin in the Woods,Lionsgate,14.743614,-63.1,42.073,78,39,Lionsgate,2012,Horror Comedy,43.216,-73.784,13/04/2012,-34.784,66.486,24.413
Snitch,Lionsgate,13.167607,-63.2,42.93,35,35,Lionsgate/Summit,2013,Action,25.758,-44.242,22/02/2013,-9.242,42.93,42.93
Mas Negro Que La Noche,Lionsgate,0.539867,-63.4,0.87,5,5,Lionsgate,2014,Foreign / Horror,3.655,-6.345,26/09/2014,-1.345,6.091,5.221
The Cold Light of Day,Lionsgate,1.831588,-63.9,3.764,14,14,Lionsgate/Summit,2012,Action Thriller,10.118,-17.882,07/09/2012,-3.882,16.864,13.1
Patriots Day,Lionsgate,9.303,-64.9,31.01,45,22.5,Lionsgate,2016,Drama,23.698,-43.802,21/12/2016,-21.302,36.458,5.447
Mortdecai,Lionsgate,4.200586,-65.9,7.696,60,30,Lionsgate,2015,Action Comedy,30.729,-59.271,23/01/2015,-29.271,47.276,39.58
Dredd,Lionsgate,6.278491,-69.1,13.415,50,25,Lionsgate,2012,Action / Adventure,23.158,-51.842,21/09/2012,-26.842,35.627,22.212
Rabbit Hole,Lionsgate,0.053778,-69.2,2.229,5,5,Lionsgate,2010,Drama,3.077,-6.923,17/12/2010,-1.923,5.129,2.9
Alex Cross,Lionsgate,11.396768,-70.4,25.888,35,35,Lionsgate/Summit,2012,Crime Thriller,20.753,-49.247,19/10/2012,-14.247,34.588,8.7
American Ultra,Lionsgate,5.454284,-70.9,14.441,28,28,Lionsgate,2015,Action Comedy,16.284,-39.716,21/08/2015,-11.716,27.14,12.699
The Perks of Being a Wallflower,Lionsgate,5.3229,-71.1,17.743,50,25,Lionsgate/Summit,2012,Drama,21.7,-53.3,21/09/2012,-28.3,33.384,15.641
No Manches Frida,Lionsgate,3.676235,-71.2,11.529,12,12,Lionsgate,2016,Comedy,6.917,-17.083,02/09/2016,-5.083,11.529,0
Warrior,Lionsgate,5.242107,-72.3,13.657,25,25,Lionsgate,2011,Action,13.834,-36.166,09/09/2011,-11.166,23.057,9.4
Nerve,Lionsgate,9.445456,-74.1,38.584,140,70,Lionsgate,2016,Thriller,54.41,-155.59,27/07/2016,-85.59,83.707,45.124
The Age of Adaline,Lionsgate,13.203458,-74.1,42.63,110,55,Lionsgate,2015,Drama,42.681,-122.319,24/04/2015,-67.319,65.663,23.034
Conan the Barbarian (2011),Lionsgate,10.021215,-76.5,21.295,90,45,Lionsgate,2011,Action,31.717,-103.283,19/08/2011,-58.283,48.795,27.5
Safe (2012),Lionsgate,7.892539,-77.6,17.142,78,39,Lionsgate,2012,Action,26.225,-90.775,27/04/2012,-51.775,40.346,23.204
Gone,Lionsgate,4.77036,-80.4,11.682,40,20,Lionsgate/Summit,2012,Thriller,11.765,-48.235,24/02/2012,-28.235,18.1,6.418
Kevin Hart:,Lionsgate,10.030463,-81.3,32.244,75,37.5,Lionsgate/Summit,2013,Concert,21.007,-91.493,03/07/2013,-53.993,32.318,0.074
Tyler Perry Presents Peeples,Lionsgate,4.611534,-81.4,9.177,15,15,Lionsgate,2013,Comedy,5.584,-24.416,10/05/2013,-9.416,9.307,0.13
Tyler Perry's A Madea Christmas,Lionsgate,16.007634,-82.2,52.543,130,65,Lionsgate,2013,Comedy,34.707,-160.293,13/12/2013,-95.293,53.396,0.853
Draft Day,Lionsgate,9.783603,-85,28.842,85,42.5,Lionsgate/Summit,2014,Sports Drama,19.15,-108.35,11/04/2014,-65.85,29.462,0.62
Cafe Society,Lionsgate,3.3309,-86.5,11.103,140,70,Lionsgate,2016,Comedy / Drama,28.446,-181.554,15/07/2016,-111.554,43.763,32.66
Criminal (2016),Lionsgate,5.767278,-88,14.709,140,70,Lionsgate/Summit,2016,Action,25.223,-184.777,15/04/2016,-114.777,38.804,24.095
The Choice,Lionsgate,6.050443,-88.4,18.731,70,35,Lionsgate,2016,Romance,12.175,-92.825,05/02/2016,-57.825,18.731,0
Tyler Perry's The Single Moms Club,Lionsgate,8.075111,-89.1,15.974,65,32.5,Lionsgate,2014,Comedy / Drama,10.62,-86.88,14/03/2014,-54.38,16.338,0.364
Norm of the North,Lionsgate,6.844137,-89.4,17.062,70,35,Lionsgate,2016,Animation,11.09,-93.91,15/01/2016,-58.91,17.062,0
You're Next,Lionsgate,7.020196,-90.5,18.494,84,42,Lionsgate,2013,Horror,12.021,-113.979,23/08/2013,-71.979,18.494,18.494
The Quiet Ones,Lionsgate,3.880053,-90.9,8.51,85,42.5,Lionsgate,2014,Horror,11.593,-115.907,25/04/2014,-73.407,17.835,9.325
